File,Line,CWE, Defect Type, Defect Sub-Type
invalid_memory_access.c, 224,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 270,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 294,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 320,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 371,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 432,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 476,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 516,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 568,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 622,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
littlemem_st.c, 36,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 55,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 73,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 92,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 117,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 144,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 185,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 228,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 272,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 307,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 343,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
livelock.c, 32,  Multiple Locks of a Critical Resource,  Concurrency defects,  Live lock
lock_never_unlock.c, 45,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 92,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 149,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 215,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 266,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 311,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 403,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 454,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 556,  Improper Locking,  Concurrency defects,  Locked but never unlock
memory_allocation_failure.c, 45,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 57,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 76,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 104,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 123,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 182,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 220,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 258,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 282,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 321,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 385,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 423,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 487,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 532,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 642,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 698,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_leak.c, 25,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 46,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 72,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 94,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 112,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 143,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 164,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 212,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 228,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 245,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 267,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 308,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 348,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 373,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 399,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 417,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 445,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 504,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
not_return.c, 24,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 50,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 76,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 99,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
null_pointer.c, 23,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 34,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 47,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 63,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 94,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 105,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 117,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 133,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 142,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 159,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 173,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 180,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 196,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 213,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 238,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 288,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 334,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
overrun_st.c, 21,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 32,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 44,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 55,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 66,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 77,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 88,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 99,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 110,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 126,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 142,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 158,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 169,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 182,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 194,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 206,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 222,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 233,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 250,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 264,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 280,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 293,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 306,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 320,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 333,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 346,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 359,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 372,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 387,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 402,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 415,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 428,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 443,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 457,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 471,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 489,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 502,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 522,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 538,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 556,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 570,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 588,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 613,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 631,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 642,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 658,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 674,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 689,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 706,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 724,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 739,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 749,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 761,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 773,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
ow_memcpy.c, 24,  Indicator of Poor Code Quality,  Dynamic memory defects,  Memory copy at overlapping areas
ow_memcpy.c, 41,  Indicator of Poor Code Quality,  Dynamic memory defects,  Memory copy at overlapping areas
pow_related_errors.c, 29,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 44,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 65,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 87,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 109,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 131,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 158,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 175,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 190,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 205,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 220,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 235,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 250,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 265,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 280,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 295,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 310,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 325,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 340,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 355,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 370,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 385,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 400,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 415,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 430,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 445,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 460,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 475,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 490,  Numeric Errors,  Numerical defects,  Power related errors
ptr_subtraction.c, 22,  Pointer Issues,  Pointer related defects,  Incorrect pointer arithmetic
ptr_subtraction.c, 35,  Pointer Issues,  Pointer related defects,  Incorrect pointer arithmetic
race_condition.c, 24,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 60,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 93,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 139,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 163,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 194,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 254,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 308,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 373,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
redundant_cond.c, 26,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 45,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 64,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 83,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 102,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 123,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 143,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 158,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 177,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 197,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 217,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 237,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 257,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 282,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
return_local.c, 19,  Return of Stack Variable Address,  Resource management defects,  Return of a pointer to a local variable
return_local.c, 36,  Return of Stack Variable Address,  Resource management defects,  Return of a pointer to a local variable
sign_conv.c, 23,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 35,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 47,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 59,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 71,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 83,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 95,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 107,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 124,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 140,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 150,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 167,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 179,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 191,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 207,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 217,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 233,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 246,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 262,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sleep_lock.c, 50,  Improper Synchronization,  Concurrency defects,  Long lock
sleep_lock.c, 124,  Improper Synchronization,  Concurrency defects,  Long lock
sleep_lock.c, 173,  Improper Synchronization,  Concurrency defects,  Long lock
st_cross_thread_access.c, 64,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 153,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 251,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 335,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 411,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 498,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_overflow.c, 21,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 49,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 76,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 115,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 147,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 180,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 222,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_underrun.c, 27,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 51,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 92,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 130,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 159,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 193,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 229,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
underrun_st.c, 21,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 31,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 42,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 55,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 67,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 80,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 93,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 109,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 124,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 140,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 155,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 172,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 190,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
uninit_memory_access.c, 27,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 39,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 55,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 74,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 98,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 128,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 155,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 200,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 249,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 298,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 319,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 339,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 369,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 419,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 440,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_pointer.c, 30,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 41,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 55,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 71,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 95,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 104,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 131,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 159,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 187,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 200,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 231,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 254,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 277,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 335,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 358,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 406,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_var.c, 23,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 34,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 45,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 63,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 75,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 92,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 111,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 131,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 142,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 161,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 178,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 201,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 242,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 267,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 296,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
unlock_without_lock.c, 44,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 110,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
