File,Line,CWE, Defect Type, Defect Sub-Type
invalid_memory_access.c, 232,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 275,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 300,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 320,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 355,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 416,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 483,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 516,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 576,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
invalid_memory_access.c, 634,  Use After Free,  Resource management defects,  Invalid memory access to already freed area
littlemem_st.c, 37,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 56,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 74,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 93,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 118,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 145,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 186,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 229,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 273,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 308,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
littlemem_st.c, 344,  Incorrect Calculation of Buffer Size,  Dynamic memory defects,  Assign small buffer for structure
livelock.c, 32,  Multiple Locks of a Critical Resource,  Concurrency defects,  Live lock
lock_never_unlock.c, 42,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 92,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 156,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 218,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 268,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 315,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 404,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 455,  Improper Locking,  Concurrency defects,  Locked but never unlock
lock_never_unlock.c, 557,  Improper Locking,  Concurrency defects,  Locked but never unlock
memory_allocation_failure.c, 43,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 58,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 78,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 107,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 126,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 185,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 225,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 267,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 292,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 331,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 394,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 432,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 501,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 549,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 659,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_allocation_failure.c, 715,  Uncontrolled Memory Allocation,  Resource management defects,  Memory allocation failure
memory_leak.c, 26,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 48,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 75,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 98,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 117,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 147,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 167,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 214,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 231,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 248,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 274,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 313,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 350,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 379,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 405,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 424,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 453,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
memory_leak.c, 513,  Improper Release of Memory Before Removing Last Reference ('Memory Leak'),  Resource management defects,  Memory leakage
not_return.c, 27,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 50,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 82,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
not_return.c, 106,  Indicator of Poor Code Quality,  Misc defects,  Non void function does not return value
null_pointer.c, 25,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 37,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 51,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 68,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 100,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 112,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 124,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 142,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 151,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 170,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 185,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 196,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 216,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 234,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 259,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 309,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
null_pointer.c, 354,  NULL Pointer Dereference,  Pointer related defects,  Dereferencing a NULL pointer
overrun_st.c, 22,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 33,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 45,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 56,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 67,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 78,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 89,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 100,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 111,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 127,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 143,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 160,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 171,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 184,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 196,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 208,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 224,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 235,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 252,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 266,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 282,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 295,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 308,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 322,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 335,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 348,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 361,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 374,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 389,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 404,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 417,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 430,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 444,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 457,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 470,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 487,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 499,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 518,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 533,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 550,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 563,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 581,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 606,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 624,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 634,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 649,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 664,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 679,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 695,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 713,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 729,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 739,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 752,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
overrun_st.c, 765,  Stack-based Buffer Overflow,  Static memory defects,  Static buffer overrun
ow_memcpy.c, 25,  Indicator of Poor Code Quality,  Dynamic memory defects,  Memory copy at overlapping areas
ow_memcpy.c, 42,  Indicator of Poor Code Quality,  Dynamic memory defects,  Memory copy at overlapping areas
pow_related_errors.c, 30,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 44,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 64,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 86,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 107,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 128,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 153,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 170,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 185,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 199,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 213,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 228,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 243,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 258,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 273,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 288,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 303,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 318,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 333,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 348,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 363,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 378,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 393,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 408,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 423,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 438,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 453,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 468,  Numeric Errors,  Numerical defects,  Power related errors
pow_related_errors.c, 483,  Numeric Errors,  Numerical defects,  Power related errors
ptr_subtraction.c, 23,  Pointer Issues,  Pointer related defects,  Incorrect pointer arithmetic
ptr_subtraction.c, 36,  Pointer Issues,  Pointer related defects,  Incorrect pointer arithmetic
race_condition.c, 35,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 96,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 139,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 194,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 219,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 250,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 307,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 361,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
race_condition.c, 421,  Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),  Concurrency defects,  Race condition
redundant_cond.c, 27,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 46,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 65,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 84,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 103,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 122,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 142,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 157,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 176,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 196,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 216,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 236,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 256,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
redundant_cond.c, 281,  Indicator of Poor Code Quality,  Inappropriate code,  Redundant conditions
return_local.c, 20,  Return of Stack Variable Address,  Resource management defects,  Return of a pointer to a local variable
return_local.c, 37,  Return of Stack Variable Address,  Resource management defects,  Return of a pointer to a local variable
sign_conv.c, 24,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 36,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 48,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 60,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 72,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 84,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 96,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 108,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 125,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 141,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 151,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 167,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 179,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 191,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 207,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 217,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 233,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 246,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sign_conv.c, 262,  Unsigned to Signed Conversion Error,  Numerical defects,  Integer sign lost because of unsigned cast
sleep_lock.c, 38,  Improper Synchronization,  Concurrency defects,  Long lock
sleep_lock.c, 77,  Improper Synchronization,  Concurrency defects,  Long lock
sleep_lock.c, 107,  Improper Synchronization,  Concurrency defects,  Long lock
st_cross_thread_access.c, 63,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 154,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 252,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 336,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 412,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_cross_thread_access.c, 498,  Operation on a Resource after Expiration or Release,  Stack related defects,  Cross thread stack access
st_overflow.c, 23,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 51,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 78,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 117,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 149,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 182,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_overflow.c, 224,  Stack-based Buffer Overflow,  Stack related defects,  Stack overflow
st_underrun.c, 28,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 52,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 93,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 131,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 162,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 197,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
st_underrun.c, 238,  Buffer Underwrite ('Buffer Underflow'),  Stack related defects,  Stack underrun
underrun_st.c, 22,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 33,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 45,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 59,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 72,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 85,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 98,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 115,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 130,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 146,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 161,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 178,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
underrun_st.c, 196,  Buffer Underwrite ('Buffer Underflow'),  Static memory defects,  Static buffer underrun
uninit_memory_access.c, 27,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 40,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 56,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 76,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 100,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 130,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 157,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 210,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 261,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 310,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 331,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 353,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 384,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 436,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_memory_access.c, 461,  Improper Initialization,  Resource management defects,  Uninitialized memory access
uninit_pointer.c, 30,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 42,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 57,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 75,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 102,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 111,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 138,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 169,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 197,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 210,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 243,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 266,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 289,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 349,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 374,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_pointer.c, 423,  Access of Uninitialized Pointer,  Pointer related defects,  Uninitialized pointer
uninit_var.c, 23,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 35,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 51,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 69,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 82,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 100,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 120,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 141,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 152,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 175,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 193,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 217,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 261,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 287,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
uninit_var.c, 319,  Use of Uninitialized Variable,  Misc defects,  Uninitialized variable
unlock_without_lock.c, 44,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
unlock_without_lock.c, 110,  Unlock of a Resource that is not Locked,  Concurrency defects,  Unlock without lock
