File, Line, Error
st_overflow.c , 115 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 125 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 141 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 156 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 178 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 188 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 210 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 211 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 220 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 230 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
st_overflow.c , 13 , " long line [size|P3] Line with 104 characters exceeds limit of 100"
st_overflow.c , 23 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
st_overflow.c , 78 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
st_overflow.c , 117 , " long line [size|P3] Line with 125 characters exceeds limit of 100"
st_overflow.c , 131 , " long line [size|P3] Line with 122 characters exceeds limit of 100"
st_overflow.c , 196 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
st_overflow.c , 248 , " high npath complexity [size|P2] NPath Complexity Number 2187 exceeds limit of 200"
st_overflow.c , 248 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 15 exceeds limit of 10"
return_local.c , 19 , " redundant local variable [redundant|P3]"
return_local.c , 25 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
return_local.c , 34 , " short variable name [naming|P3] Length of variable name `pp` is 2, which is shorter than the threshold of 3"
return_local.c , 42 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
return_local.c , 20 , " long line [size|P3] Line with 108 characters exceeds limit of 100"
return_local.c , 37 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
uninit_var.c , 152 , " constant conditional operator [basic|P2]"
uninit_var.c , 21 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 87 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 98 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 115 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
uninit_var.c , 128 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 172 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
uninit_var.c , 172 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
uninit_var.c , 189 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 200 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
uninit_var.c , 215 , " short variable name [naming|P3] Length of variable name `s1` is 2, which is shorter than the threshold of 3"
uninit_var.c , 238 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
uninit_var.c , 238 , " short variable name [naming|P3] Length of variable name `r` is 1, which is shorter than the threshold of 3"
uninit_var.c , 267 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 282 , " short variable name [naming|P3] Length of variable name `s1` is 2, which is shorter than the threshold of 3"
uninit_var.c , 293 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
uninit_var.c , 293 , " short variable name [naming|P3] Length of variable name `r` is 1, which is shorter than the threshold of 3"
uninit_var.c , 309 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 318 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
uninit_var.c , 328 , " high ncss method [size|P2] Method of 31 non-commenting source statements exceeds limit of 30"
uninit_var.c , 8 , " long line [size|P3] Line with 109 characters exceeds limit of 100"
uninit_var.c , 69 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
uninit_var.c , 100 , " long line [size|P3] Line with 114 characters exceeds limit of 100"
uninit_var.c , 126 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
uninit_var.c , 175 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
uninit_var.c , 207 , " long line [size|P3] Line with 128 characters exceeds limit of 100"
uninit_var.c , 217 , " long line [size|P3] Line with 118 characters exceeds limit of 100"
uninit_var.c , 287 , " long line [size|P3] Line with 110 characters exceeds limit of 100"
uninit_var.c , 319 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
uninit_var.c , 328 , " high npath complexity [size|P2] NPath Complexity Number 14348907 exceeds limit of 200"
uninit_var.c , 328 , " long method [size|P3] Method with 76 lines exceeds limit of 50"
uninit_var.c , 328 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 31 exceeds limit of 10"
uninit_var.c , 64 , " constant if expression [basic|P2]"
uninit_var.c , 66 , " constant if expression [basic|P2]"
uninit_var.c , 80 , " constant if expression [basic|P2]"
insign_code.c , 20 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
insign_code.c , 21 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
ow_memcpy.c , 21 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
ow_memcpy.c , 35 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
ow_memcpy.c , 36 , " short variable name [naming|P3] Length of variable name `q` is 1, which is shorter than the threshold of 3"
ow_memcpy.c , 37 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
ow_memcpy.c , 25 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
redundant_cond.c , 22 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 23 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 41 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 42 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 60 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 61 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 79 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 80 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 98 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 99 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 117 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 118 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 137 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 138 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 153 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 154 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 171 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 172 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 191 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 192 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 211 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 212 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 231 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 232 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 251 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 252 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 271 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 272 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
redundant_cond.c , 142 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
redundant_cond.c , 157 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
redundant_cond.c , 291 , " high npath complexity [size|P2] NPath Complexity Number 4782969 exceeds limit of 200"
redundant_cond.c , 291 , " long method [size|P3] Method with 71 lines exceeds limit of 50"
redundant_cond.c , 291 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 29 exceeds limit of 10"
sleep_lock.c , 33 , " unused method parameter [unused|P3] The parameter 'pram' is unused."
sleep_lock.c , 73 , " unused method parameter [unused|P3] The parameter 'pram' is unused."
sleep_lock.c , 110 , " unused method parameter [unused|P3] The parameter 'pram' is unused."
sleep_lock.c , 41 , " useless parentheses [redundant|P3]"
sleep_lock.c , 79 , " useless parentheses [redundant|P3]"
sleep_lock.c , 118 , " useless parentheses [redundant|P3]"
sleep_lock.c , 24 , " long variable name [naming|P3] Length of variable name `sleep_lock_001_glb_mutex_` is 25, which is longer than the threshold of 20"
sleep_lock.c , 25 , " long variable name [naming|P3] Length of variable name `sleep_lock_001_glb_mutex` is 24, which is longer than the threshold of 20"
sleep_lock.c , 31 , " long variable name [naming|P3] Length of variable name `sleep_lock_001_glb_data` is 23, which is longer than the threshold of 20"
sleep_lock.c , 70 , " long variable name [naming|P3] Length of variable name `sleep_lock_002_glb_data` is 23, which is longer than the threshold of 20"
sleep_lock.c , 71 , " long variable name [naming|P3] Length of variable name `sleep_lock_002_glb_mutex_` is 25, which is longer than the threshold of 20"
sleep_lock.c , 72 , " long variable name [naming|P3] Length of variable name `sleep_lock_002_glb_mutex` is 24, which is longer than the threshold of 20"
sleep_lock.c , 95 , " long variable name [naming|P3] Length of variable name `sleep_lock_003_glb_mutex_` is 25, which is longer than the threshold of 20"
sleep_lock.c , 96 , " long variable name [naming|P3] Length of variable name `sleep_lock_003_glb_mutex` is 24, which is longer than the threshold of 20"
sleep_lock.c , 102 , " long variable name [naming|P3] Length of variable name `sleep_lock_003_glb_data` is 23, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 519 , " dead code [basic|P2]"
wrong_arguments_func_pointer.c , 208 , " constant conditional operator [basic|P2]"
wrong_arguments_func_pointer.c , 209 , " constant conditional operator [basic|P2]"
wrong_arguments_func_pointer.c , 381 , " constant conditional operator [basic|P2]"
wrong_arguments_func_pointer.c , 435 , " constant conditional operator [basic|P2]"
wrong_arguments_func_pointer.c , 474 , " constant conditional operator [basic|P2]"
wrong_arguments_func_pointer.c , 19 , " unused method parameter [unused|P3] The parameter 'flag' is unused."
wrong_arguments_func_pointer.c , 19 , " unused method parameter [unused|P3] The parameter 'flag2' is unused."
wrong_arguments_func_pointer.c , 41 , " unused method parameter [unused|P3] The parameter 'a' is unused."
wrong_arguments_func_pointer.c , 62 , " unused method parameter [unused|P3] The parameter 'a' is unused."
wrong_arguments_func_pointer.c , 593 , " unused method parameter [unused|P3] The parameter 'st' is unused."
wrong_arguments_func_pointer.c , 593 , " unused method parameter [unused|P3] The parameter 'st1' is unused."
wrong_arguments_func_pointer.c , 41 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 43 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 51 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 62 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 64 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 72 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 83 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 91 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 103 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 123 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 125 , " short variable name [naming|P3] Length of variable name `f` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 148 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 148 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 167 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 187 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 194 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 241 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 250 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 271 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 277 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 280 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 288 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 295 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 320 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 326 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 329 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 339 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 339 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 346 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 370 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 402 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 404 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 418 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 432 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 443 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 473 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 482 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 483 , " short variable name [naming|P3] Length of variable name `f` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 497 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 546 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 553 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 556 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 565 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 565 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 570 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 586 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 593 , " short variable name [naming|P3] Length of variable name `st` is 2, which is shorter than the threshold of 3"
wrong_arguments_func_pointer.c , 499 , " parameter reassignment [convention|P3]"
wrong_arguments_func_pointer.c , 525 , " parameter reassignment [convention|P3]"
wrong_arguments_func_pointer.c , 170 , " useless parentheses [redundant|P3]"
wrong_arguments_func_pointer.c , 603 , " high ncss method [size|P2] Method of 37 non-commenting source statements exceeds limit of 30"
wrong_arguments_func_pointer.c , 454 , " avoid branching statement as last in loop [convention|P2]"
wrong_arguments_func_pointer.c , 8 , " long line [size|P3] Line with 119 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 31 , " long line [size|P3] Line with 132 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 53 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 74 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 94 , " long line [size|P3] Line with 119 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 114 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 139 , " long line [size|P3] Line with 120 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 158 , " long line [size|P3] Line with 121 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 178 , " long line [size|P3] Line with 123 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 197 , " long line [size|P3] Line with 122 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 224 , " long line [size|P3] Line with 132 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 253 , " long line [size|P3] Line with 114 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 297 , " long line [size|P3] Line with 153 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 326 , " long line [size|P3] Line with 133 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 347 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 351 , " long line [size|P3] Line with 114 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 380 , " long line [size|P3] Line with 128 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 420 , " long line [size|P3] Line with 124 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 427 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 430 , " long line [size|P3] Line with 113 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 453 , " long line [size|P3] Line with 161 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 486 , " long line [size|P3] Line with 154 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 525 , " long line [size|P3] Line with 169 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 553 , " long line [size|P3] Line with 133 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 570 , " long line [size|P3] Line with 133 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 575 , " long line [size|P3] Line with 156 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 587 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 593 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
wrong_arguments_func_pointer.c , 603 , " high npath complexity [size|P2] NPath Complexity Number 387420489 exceeds limit of 200"
wrong_arguments_func_pointer.c , 603 , " long method [size|P3] Method with 91 lines exceeds limit of 50"
wrong_arguments_func_pointer.c , 17 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_015_dst1_gbl` is 41, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 19 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_017_func_gbl` is 41, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 29 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_018_fptr_gbl` is 41, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 31 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_018_fptr1_gbl` is 42, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 32 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_018_fptr2_gbl` is 42, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 33 , " long variable name [naming|P3] Length of variable name `func_pointer_018_global_set` is 27, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 430 , " long variable name [naming|P3] Length of variable name `wrong_arguments_func_pointer_015_dst1_gbl` is 41, which is longer than the threshold of 20"
wrong_arguments_func_pointer.c , 508 , " goto statement [basic|P3]"
wrong_arguments_func_pointer.c , 518 , " goto statement [basic|P3]"
wrong_arguments_func_pointer.c , 603 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 37 exceeds limit of 10"
unused_var.c , 20 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
unused_var.c , 21 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
unused_var.c , 39 , " short variable name [naming|P3] Length of variable name `s` is 1, which is shorter than the threshold of 3"
unused_var.c , 73 , " short variable name [naming|P3] Length of variable name `u` is 1, which is shorter than the threshold of 3"
unused_var.c , 117 , " short variable name [naming|P3] Length of variable name `a` is 1, which is shorter than the threshold of 3"
unused_var.c , 118 , " short variable name [naming|P3] Length of variable name `b` is 1, which is shorter than the threshold of 3"
unused_var.c , 8 , " long line [size|P3] Line with 105 characters exceeds limit of 100"
unused_var.c , 94 , " long line [size|P3] Line with 114 characters exceeds limit of 100"
unused_var.c , 108 , " long line [size|P3] Line with 114 characters exceeds limit of 100"
unused_var.c , 157 , " long line [size|P3] Line with 168 characters exceeds limit of 100"
unused_var.c , 158 , " long line [size|P3] Line with 121 characters exceeds limit of 100"
unused_var.c , 166 , " high npath complexity [size|P2] NPath Complexity Number 2187 exceeds limit of 200"
unused_var.c , 89 , " long variable name [naming|P3] Length of variable name `unused_var_004_glb_unuse` is 24, which is longer than the threshold of 20"
unused_var.c , 103 , " long variable name [naming|P3] Length of variable name `unused_var_005_glb_unuse` is 24, which is longer than the threshold of 20"
unused_var.c , 152 , " long variable name [naming|P3] Length of variable name `unused_var_007_uni_001_gbl` is 26, which is longer than the threshold of 20"
unused_var.c , 166 , " high cyclomatic complexity [size|P2] Cyclomatic Complexity Number 15 exceeds limit of 10"
overrun_st.c , 293 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 306 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 319 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 333 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 346 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 359 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 372 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 385 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 386 , " short variable name [naming|P3] Length of variable name `pp` is 2, which is shorter than the threshold of 3"
overrun_st.c , 400 , " short variable name [naming|P3] Length of variable name `p1` is 2, which is shorter than the threshold of 3"
overrun_st.c , 401 , " short variable name [naming|P3] Length of variable name `p2` is 2, which is shorter than the threshold of 3"
overrun_st.c , 415 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 427 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 440 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 454 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 467 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 485 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 497 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 514 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 528 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 543 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 560 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
overrun_st.c , 575 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
overrun_st.c , 576 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
overrun_st.c , 599 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
overrun_st.c , 600 , " short variable name [naming|P3] Length of variable name `j` is 1, which is shorter than the threshold of 3"
overrun_st.c , 618 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 619 , " short variable name [naming|P3] Length of variable name `i` is 1, which is shorter than the threshold of 3"
overrun_st.c , 647 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 662 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 750 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 763 , " short variable name [naming|P3] Length of variable name `p` is 1, which is shorter than the threshold of 3"
overrun_st.c , 774 , " high ncss method [size|P2] Method of 109 non-commenting source statements exceeds limit of 30"
overrun_st.c , 160 , " long line [size|P3] Line with 109 characters exceeds limit of 100"
overrun_st.c , 196 , " long line [size|P3] Line with 102 characters exceeds limit of 100"
overrun_st.c , 208 , " long line [size|P3] Line with 106 characters exceeds limit of 100"
overrun_st.c , 224 , " long line [size|P3] Line with 112 characters exceeds limit of 100"
overrun_st.c , 235 , " long line [size|P3] Line with 107 characters exceeds limit of 100"
